id;site;unidade;vida;igv_abertura;bov_fechada;pre_sistema;pre_descarga;pre_oleo;vibracao_1;vibracao_2;vibracao_3;corrente_motor;consumo_motor;temp_oleo;temp_entrada;temp_reserva;temp_espira;temp_mancal_de;temp_mancal_nde;hs_trabalhadas;hs_carga;pre_setpoint;pre_unloadsp;pre_reloadsp;status_ligado;carga_alivio;pronto;alarme;trip;aux_oil_pump_trip;vibration_1_high_alarm;press_oil_l;vibration_2_high_alarm;vibration_3_high_alarm;motor_current_l;oil_supply_temp_high;estag_3_inlet_temp_high;oil_reservoir_temp_l;timestamp
198;Volkswagen-Sao_Bernardo_03;1;1;53.604.309;76.413.170;7.011.562;7.033.125;2.365.313;7.710.938;15.953.125;5.687.500;349.750;198.66;45;36;50;56;45;31;585;527;7.060.000;7.360.000;6.600.000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16/04/2025 16:51
199;Volkswagen-Sao_Bernardo_03;1;1;53.624.855;75.284.843;7.097.813;7.120.313;2.370.938;7.609.375;16.140.625;5.726.563;349.688;198.62;45;36;50;56;45;31;585;527;7.060.000;7.360.000;6.600.000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16/04/2025 16:52
200;Volkswagen-Sao_Bernardo_03;1;1;53.986.519;74.975.700;7.051.875;7.073.438;2.377.500;7.875.000;16.632.813;5.750.000;350.688;199.19;45;36;50;56;45;31;585;527;7.060.000;7.360.000;6.600.000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16/04/2025 16:53
201;Volkswagen-Sao_Bernardo_03;1;1;53.608.418;74.423.660;7.021.875;7.036.875;2.365.937;7.750.000;16.429.688;5.695.313;349.625;198.58;45;36;50;56;44;31;585;527;7.060.000;7.360.000;6.600.000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16/04/2025 16:54
202;Volkswagen-Sao_Bernardo_03;1;1;53.591.980;75.495.209;7.079.062;7.101.563;2.373.437;7.476.563;15.781.250;5.710.938;349.563;198.55;45;36;50;56;46;31;585;527;7.060.000;7.360.000;6.600.000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;16/04/2025 16:55
203;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.046875;0.171875;0.563;0.32;22;23;39;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:27
204;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005625;0.093750;0.046875;0.164063;0.438;0.25;22;23;39;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:28
205;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.054688;0.171875;0.563;0.32;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:29
206;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.016875;0.005625;0.101563;0.046875;0.171875;0.500;0.28;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:30
207;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.016875;0.005000;0.101563;0.046875;0.171875;0.563;0.32;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:31
208;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.046875;0.156250;0.438;0.25;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:32
209;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:33
210;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.039063;0.164063;0.438;0.25;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:34
211;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.054688;0.171875;0.563;0.32;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:35
212;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005625;0.093750;0.046875;0.164063;0.500;0.28;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:36
213;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.054688;0.171875;0.625;0.35;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:37
214;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.046875;0.164063;0.563;0.32;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:38
215;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.016875;0.005625;0.093750;0.046875;0.164063;0.438;0.25;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:39
216;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.109375;0.046875;0.171875;0.563;0.32;23;24;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:40
217;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.016875;0.005313;0.101563;0.046875;0.164063;0.563;0.32;23;23;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:41
218;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.039063;0.164063;0.438;0.25;23;24;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:42
219;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.054688;0.164063;0.500;0.28;23;24;38;33;27;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:43
220;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.039063;0.164063;0.438;0.25;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:44
221;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.438;0.25;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:45
222;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.012187;0.017812;0.005000;0.101563;0.054688;0.171875;0.563;0.32;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:46
223;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:47
224;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.016875;0.005000;0.093750;0.046875;0.164063;0.438;0.25;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:48
225;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:49
226;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:50
227;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.054688;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:51
228;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:52
229;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.054688;0.171875;0.563;0.32;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:53
230;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:54
231;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.156250;0.438;0.25;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:55
232;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;24;38;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:56
233;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.018750;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:57
234;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005625;0.093750;0.046875;0.164063;0.438;0.25;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:58
235;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.018750;0.005313;0.101563;0.046875;0.164063;0.563;0.32;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 09:59
236;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.039063;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:00
237;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:01
238;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.054688;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:02
239;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.054688;0.171875;0.563;0.32;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:03
240;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.438;0.25;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:04
241;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.101563;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:05
242;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.046875;0.164063;0.625;0.35;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:06
243;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.039063;0.164063;0.438;0.25;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:07
244;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.101563;0.046875;0.164063;0.563;0.32;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:08
245;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.039063;0.164063;0.438;0.25;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:09
246;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:10
247;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.101563;0.054688;0.164063;0.563;0.32;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:11
248;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.164063;0.438;0.25;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:12
249;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.101563;0.046875;0.171875;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:13
250;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:14
251;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;23;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:15
252;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.101563;0.054688;0.171875;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:16
253;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.101563;0.054688;0.164063;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:17
254;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:18
255;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.093750;0.046875;0.156250;0.438;0.25;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:19
256;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.093750;0.046875;0.164063;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:20
257;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.101563;0.046875;0.171875;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:21
258;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.101563;0.046875;0.164063;0.438;0.25;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:22
259;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.171875;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:23
260;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.016875;0.005000;0.101563;0.046875;0.164063;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:24
261;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.156250;0.438;0.25;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:25
262;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:26
263;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005625;0.101563;0.046875;0.164063;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:27
264;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:28
265;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.171875;0.500;0.28;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:29
266;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:30
267;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.156250;0.438;0.25;24;24;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:31
268;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.164063;0.500;0.28;24;25;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:32
269;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.005313;0.101563;0.054688;0.164063;0.563;0.32;24;25;37;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:33
270;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.101563;0.046875;0.164063;0.500;0.28;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:34
271;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.156250;0.500;0.28;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:35
272;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.563;0.32;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:36
273;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:37
274;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.085938;0.039063;0.164063;0.438;0.25;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:38
275;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.164063;0.500;0.28;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:39
276;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.101563;0.054688;0.171875;0.563;0.32;24;25;36;33;28;28;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:40
277;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.438;0.25;24;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:41
278;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.101563;0.046875;0.164063;0.563;0.32;24;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:42
279;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.015937;0.005000;0.101563;0.046875;0.164063;0.563;0.32;24;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:43
280;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.093750;0.046875;0.164063;0.563;0.32;24;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:44
281;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:45
282;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:46
283;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005313;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:47
284;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:48
285;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:49
286;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005000;0.093750;0.046875;0.164063;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:50
287;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.039063;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:51
288;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.005000;0.093750;0.054688;0.171875;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:52
289;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.011250;0.017812;0.005000;0.101563;0.046875;0.164063;0.563;0.32;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:53
290;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.018750;0.005313;0.093750;0.046875;0.156250;0.500;0.28;25;25;36;33;28;29;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 10:54
