id;site;unidade;vida;igv_abertura;bov_fechada;pre_sistema;pre_descarga;pre_oleo;vibracao_1;vibracao_2;vibracao_3;corrente_motor;consumo_motor;temp_oleo;temp_entrada;temp_reserva;temp_espira;temp_mancal_de;temp_mancal_nde;hs_trabalhadas;hs_carga;pre_setpoint;pre_unloadsp;pre_reloadsp;status_ligado;carga_alivio;pronto;alarme;trip;aux_oil_pump_trip;vibration_1_high_alarm;press_oil_l;vibration_2_high_alarm;vibration_3_high_alarm;motor_current_l;oil_supply_temp_high;estag_3_inlet_temp_high;oil_reservoir_temp_l;timestamp
384;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.005000;0.101563;0.046875;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:28
385;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:29
386;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:30
387;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:31
388;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:32
389;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:33
390;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:34
391;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.101563;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:35
392;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:36
393;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.101563;0.054688;0.164063;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:37
394;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:38
395;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.101563;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:39
396;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.010313;0.017812;0.004688;0.093750;0.046875;0.164063;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:40
397;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.005000;0.085938;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:41
398;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.101563;0.046875;0.164063;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:42
399;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:43
400;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:44
401;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.156250;0.438;0.25;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:45
402;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:46
403;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004375;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:47
404;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:48
405;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.085938;0.039063;0.148438;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:49
406;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:50
407;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.016875;0.004375;0.101563;0.054688;0.156250;0.563;0.32;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:51
408;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:52
409;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.101563;0.054688;0.164063;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:53
410;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.054688;0.156250;0.625;0.35;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:54
411;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.156250;0.500;0.28;26;26;37;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:55
412;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.005000;0.085938;0.046875;0.156250;0.438;0.25;26;26;36;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:56
413;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.054688;0.156250;0.625;0.35;26;26;36;34;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:57
414;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:58
415;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 12:59
416;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:00
417;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.101563;0.046875;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:01
418;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:02
419;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:03
420;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:04
421;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.164063;0.625;0.35;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:05
422;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004688;0.093750;0.046875;0.148438;0.438;0.25;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:06
423;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004375;0.093750;0.046875;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:07
424;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.101563;0.046875;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:08
425;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.101563;0.054688;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:09
426;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:10
427;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:11
428;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.085938;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:12
429;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:13
430;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.019687;0.004375;0.093750;0.046875;0.156250;0.438;0.25;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:14
431;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:15
432;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.101563;0.054688;0.164063;0.625;0.35;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:16
433;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.016875;0.004688;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:17
434;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.156250;0.500;0.28;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:18
435;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:19
436;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.054688;0.156250;0.563;0.32;27;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:20
437;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.625;0.35;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:21
438;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.018750;0.004375;0.093750;0.054688;0.156250;0.563;0.32;26;26;36;35;30;30;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:22
439;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004688;0.093750;0.046875;0.156250;0.500;0.28;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:23
440;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.101563;0.054688;0.156250;0.625;0.35;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:24
441;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:25
442;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.500;0.28;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:26
443;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:27
444;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:28
445;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.156250;0.500;0.28;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:29
446;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:30
447;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.500;0.28;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:31
448;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:32
449;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.164063;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:33
450;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.148438;0.625;0.35;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:34
451;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.438;0.25;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:35
452;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.093750;0.046875;0.148438;0.438;0.25;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:36
453;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.046875;0.156250;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:37
454;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.046875;0.164063;0.625;0.35;27;26;35;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:38
455;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;26;35;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:39
456;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004688;0.101563;0.054688;0.156250;0.625;0.35;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:40
457;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.016875;0.004375;0.101563;0.054688;0.156250;0.625;0.35;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:41
458;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.046875;0.148438;0.438;0.25;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:42
459;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.039063;0.156250;0.438;0.25;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:43
460;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.625;0.35;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:44
461;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;26;36;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:45
462;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;26;37;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:46
463;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.563;0.32;27;26;37;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:47
464;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004062;0.093750;0.046875;0.156250;0.563;0.32;27;26;37;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:48
465;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004375;0.093750;0.054688;0.156250;0.625;0.35;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:49
466;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.009375;0.017812;0.004688;0.093750;0.054688;0.156250;0.563;0.32;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:50
467;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.156250;0.500;0.28;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:51
468;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.563;0.32;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:52
469;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:53
470;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.046875;0.148438;0.563;0.32;27;26;38;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:54
471;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.093750;0.054688;0.156250;0.625;0.35;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:55
472;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.046875;0.148438;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:56
473;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:57
474;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.007500;0.017812;0.004375;0.093750;0.046875;0.148438;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:58
475;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.017812;0.004375;0.085938;0.046875;0.156250;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 13:59
476;Volkswagen-Sao_Bernardo_03;1;1;0.000000;0.000000;0.008438;0.018750;0.004375;0.093750;0.039063;0.148438;0.500;0.28;27;26;39;35;30;31;588;531;7.060.000;7.360.000;6.600.000;0;0;1;1;1;0;0;0;0;0;0;0;0;0;17/04/2025 14:00
